cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
256,472,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,205,4,14.7103,opus_gemm_flatmm_splitk_256x64x32x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,176.64,858.86
256,480,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,205,4,14.723,opus_gemm_flatmm_splitk_256x64x32x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,179.48,866.33
256,488,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,205,4,14.8493,opus_gemm_flatmm_splitk_256x64x32x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,180.91,867.1
256,496,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,205,4,14.9115,opus_gemm_flatmm_splitk_256x64x32x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,183.11,871.58
256,504,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,200,4,15.0446,opus_gemm_flatmm_splitk_256x64x64x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,184.42,871.9
256,512,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,200,4,15.102,opus_gemm_flatmm_splitk_256x64x64x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,186.64,876.59
256,1,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,201,8,8.3638,opus_gemm_flatmm_splitk_256x32x32x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,0.98,980.87
256,16,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,201,8,9.0422,opus_gemm_flatmm_splitk_256x32x32x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,14.5,926.92
256,32,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,201,8,9.4527,opus_gemm_flatmm_splitk_256x32x32x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,27.73,906.71
256,64,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,10.4026,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,50.4,860.34
256,128,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,203,4,12.717,opus_gemm_flatmm_splitk_256x32x64x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,82.45,763.35
256,256,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,200,4,15.41,opus_gemm_flatmm_splitk_256x64x64x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,136.09,728.3
256,512,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,200,4,21.3813,opus_gemm_flatmm_splitk_256x64x64x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,196.17,666.66
256,1024,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,200,2,32.5124,opus_gemm_flatmm_splitk_256x64x64x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,258.01,624.87
256,2048,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,200,0,55.9764,opus_gemm_flatmm_splitk_256x64x64x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,299.72,579.54
256,4096,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,6,0,71.63,opus_gemm_512x128x128x64_2x4_16x16x32_0x0x0,0.0,468.44,791.41
256,8192,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,8,0,109.6971,opus_gemm_512x128x256x64_2x4_16x16x32_0x0x0,0.0,611.77,958.87
256,16384,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,9,0,180.7879,opus_gemm_512x256x256x64_2x4_16x16x32_0x0x0,0.0,742.4,1118.32
256,32768,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,9,0,340.1065,opus_gemm_512x256x256x64_2x4_16x16x32_0x0x0,0.0,789.27,1164.83
256,1,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,8.2128,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,1.79,1789.46
256,2,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,8,7.9823,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,3.68,1843.18
256,8,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,8.492,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,13.83,1744.13
256,16,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,8.5391,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,27.51,1749.86
256,24,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,8.5364,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,41.27,1765.77
256,40,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,9.1795,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,63.97,1670.62
256,48,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,9.2718,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,76.0,1668.12
256,56,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,9.2821,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,88.57,1680.39
256,64,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,9.3463,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,100.52,1682.87
256,72,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,10.9803,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,96.26,1444.38
256,80,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,10.9891,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,106.87,1455.15
256,88,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,11.0968,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,116.42,1452.84
256,96,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,202,4,11.1748,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2,0.0,126.11,1454.43
256,104,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,203,4,11.4239,opus_gemm_flatmm_splitk_256x32x64x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,133.64,1434.19
256,112,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,203,4,11.4473,opus_gemm_flatmm_splitk_256x32x64x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,143.63,1442.7
256,120,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,203,4,11.4659,opus_gemm_flatmm_splitk_256x32x64x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,153.64,1451.8
